id,prompt,category,image_path,VQAScore,CLIPScore,model_vqa,model_clip,template
688,A runner leaping over a hurdle on a track field.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/688.png,0.7735586683364197,0.3154824376106262,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A runner leaping over a hurdle on a track field.""? Please answer yes or no."
105,The sky teems with more birds than the number of fish visible in the lake below.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/105.png,0.4421546970297448,0.26869839429855347,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""The sky teems with more birds than the number of fish visible in the lake below.""? Please answer yes or no."
60,A pilot with aviator sunglasses.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/60.png,0.7379143205612128,0.34112679958343506,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A pilot with aviator sunglasses.""? Please answer yes or no."
1298,a shoe rack without any red pairs of shoes on it.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1298.png,0.42632159254749036,0.30029812455177307,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a shoe rack without any red pairs of shoes on it.""? Please answer yes or no."
872,Two great white sharks circling a green fish.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/872.png,0.5312093733737562,0.2921661138534546,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two great white sharks circling a green fish.""? Please answer yes or no."
201,A person with short hair is crying while a person with long hair is not.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/201.png,0.25201569553082487,0.27266693115234375,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A person with short hair is crying while a person with long hair is not.""? Please answer yes or no."
906,"Under the bench, there are four pairs of sneakers: one pair is red, two pairs are green, and the last pair is white.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/906.png,0.6531269142203083,0.3416197896003723,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Under the bench, there are four pairs of sneakers: one pair is red, two pairs are green, and the last pair is white.""? Please answer yes or no."
628,A chair positioned to the right of a table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/628.png,0.6410853826981666,0.299684077501297,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A chair positioned to the right of a table.""? Please answer yes or no."
1097,A spherical balloon floating above a square table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1097.png,0.66454031260747,0.35127609968185425,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A spherical balloon floating above a square table.""? Please answer yes or no."
393,A large pizza with pepperoni on the left half and mushrooms on the right half.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/393.png,0.6146253400079582,0.30606457591056824,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A large pizza with pepperoni on the left half and mushrooms on the right half.""? Please answer yes or no."
601,a pair of ballet shoes hanging by their ribbons.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/601.png,0.7570766882935809,0.3461712598800659,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a pair of ballet shoes hanging by their ribbons.""? Please answer yes or no."
1047,The golden light of dawn casts shadows across a woolen rug where a loyal dog patiently waits for its owner.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1047.png,0.6535692664470906,0.33670854568481445,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""The golden light of dawn casts shadows across a woolen rug where a loyal dog patiently waits for its owner.""? Please answer yes or no."
1065, A colorful parrot flies out of an open window with a silk-textured scarf in its beak.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1065.png,0.5034179155103881,0.29767581820487976,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show "" A colorful parrot flies out of an open window with a silk-textured scarf in its beak.""? Please answer yes or no."
768,A Magnolia tree being climbed by a child as petals fall gently.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/768.png,0.6955448850245266,0.31445950269699097,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A Magnolia tree being climbed by a child as petals fall gently.""? Please answer yes or no."
1234,Five scared monkeys.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1234.png,0.43782349911420193,0.29622185230255127,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five scared monkeys.""? Please answer yes or no."
1145,A homemade jam jar with 'Spread the Love' on its label.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1145.png,0.6446726348086337,0.3612832725048065,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A homemade jam jar with 'Spread the Love' on its label.""? Please answer yes or no."
772,"A Bullfrog croaking loudly by a pond, startling a nearby cat.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/772.png,0.35309352890368734,0.2840520143508911,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A Bullfrog croaking loudly by a pond, startling a nearby cat.""? Please answer yes or no."
795,"A sprawling vineyard at harvest time, the vines heavy with clusters of ripe grapes.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/795.png,0.6297746074044134,0.3045854866504669,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A sprawling vineyard at harvest time, the vines heavy with clusters of ripe grapes.""? Please answer yes or no."
594,a circle of robots doing yoga in a garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/594.png,0.1818436430556475,0.29306724667549133,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a circle of robots doing yoga in a garden.""? Please answer yes or no."
1265,"In a room, there is only a table, but no chairs.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1265.png,0.6104534687142686,0.289228230714798,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In a room, there is only a table, but no chairs.""? Please answer yes or no."
1541,It's raining outside the house and a mother is instructing her two children in their studies; the child without a hat is more frustrated than the one with a hat.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1541.png,0.47804147729387614,0.2806176245212555,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""It's raining outside the house and a mother is instructing her two children in their studies; the child without a hat is more frustrated than the one with a hat.""? Please answer yes or no."
854,A man wearing glasses and a blue jacket holding three different colored balloons.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/854.png,0.6684475407127352,0.3542362153530121,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A man wearing glasses and a blue jacket holding three different colored balloons.""? Please answer yes or no."
930,A small cactus with six bright pink flowers on a sunny windowsill.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/930.png,0.6356748899883626,0.3543682098388672,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A small cactus with six bright pink flowers on a sunny windowsill.""? Please answer yes or no."
1187,"A grand gateway leading into a luxurious estate, flanked by towering trees.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1187.png,0.7170118817172945,0.3231951594352722,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A grand gateway leading into a luxurious estate, flanked by towering trees.""? Please answer yes or no."
672,"A dragon's lair deep within a volcano, 'Beware of Fire' written in ember-like script on the cavern walls, treasure piled high.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/672.png,0.5087881573663284,0.2990488111972809,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A dragon's lair deep within a volcano, 'Beware of Fire' written in ember-like script on the cavern walls, treasure piled high.""? Please answer yes or no."
445,"A ball with no bounce, lying still.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/445.png,0.31912138443211774,0.2197089046239853,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A ball with no bounce, lying still.""? Please answer yes or no."
477,"A basket full of apples, but no oranges.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/477.png,0.5302364982911614,0.3101060688495636,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A basket full of apples, but no oranges.""? Please answer yes or no."
1204,A man stands in front of a small dog and blocks a flying football.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1204.png,0.5146442479867636,0.32011842727661133,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A man stands in front of a small dog and blocks a flying football.""? Please answer yes or no."
313,A sculptor chiseling a piece of marble.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/313.png,0.7154239957834732,0.31104546785354614,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A sculptor chiseling a piece of marble.""? Please answer yes or no."
945,"Two LED table lamps on a table, the illuminated one closer to the edge of the table than the one not illuminated.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/945.png,0.596903176040698,0.3182713985443115,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two LED table lamps on a table, the illuminated one closer to the edge of the table than the one not illuminated.""? Please answer yes or no."
1529,"Five kids running through the grass, none of them wearing shoes.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1529.png,0.23335675819756496,0.32380545139312744,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five kids running through the grass, none of them wearing shoes.""? Please answer yes or no."
1507,An ice cream vendor in a striped apron hands a cone to another delighted vendor in a wide-brimmed hat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1507.png,0.6109178215781088,0.32694900035858154,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""An ice cream vendor in a striped apron hands a cone to another delighted vendor in a wide-brimmed hat.""? Please answer yes or no."
403,"A plush velvet armchair in the corner of a library, with a sleek leather sofa along the opposite wall.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/403.png,0.5302364982911614,0.29977837204933167,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A plush velvet armchair in the corner of a library, with a sleek leather sofa along the opposite wall.""? Please answer yes or no."
590,a set of enchanted books floating above an ancient oak desk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/590.png,0.3729618496455532,0.25209033489227295,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a set of enchanted books floating above an ancient oak desk.""? Please answer yes or no."
887,A vase with five purple roses on a kitchen table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/887.png,0.6671476749870738,0.3173683285713196,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A vase with five purple roses on a kitchen table.""? Please answer yes or no."
874,"In the forest, there's a pack of wolves, all of them gray.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/874.png,0.7057850278370112,0.3243107199668884,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In the forest, there's a pack of wolves, all of them gray.""? Please answer yes or no."
449,A beach without any footprints in the sand.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/449.png,0.18126320682863017,0.2851307988166809,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A beach without any footprints in the sand.""? Please answer yes or no."
77,A white sailboat drifting towards the left on a calm lake.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/77.png,0.693057625573213,0.33671292662620544,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A white sailboat drifting towards the left on a calm lake.""? Please answer yes or no."
817,A boy in a vivid orange hoodie and black basketball shorts kisses a girl in a sky-blue tutu and glittery flats.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/817.png,0.46587345377762773,0.3332847058773041,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy in a vivid orange hoodie and black basketball shorts kisses a girl in a sky-blue tutu and glittery flats.""? Please answer yes or no."
1515,A boy looks at an aquarium with no fish.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1515.png,0.19436781101874467,0.3219605088233948,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy looks at an aquarium with no fish.""? Please answer yes or no."
1485,A cartoon puppy with sunglasses and no necklace is singing into a microphone while another cartoon puppy with a hat and no sunglasses scores on a scoreboard.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1485.png,0.5520567688732461,0.31170210242271423,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cartoon puppy with sunglasses and no necklace is singing into a microphone while another cartoon puppy with a hat and no sunglasses scores on a scoreboard.""? Please answer yes or no."
385,A big green apple next to a small red apple on a kitchen counter.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/385.png,0.6517982719334875,0.322648823261261,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A big green apple next to a small red apple on a kitchen counter.""? Please answer yes or no."
355,"Inside the camp, a fire crackles, casting shadows on the tent walls, with backpacks and maps spread out.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/355.png,0.39560107730431193,0.27545347809791565,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Inside the camp, a fire crackles, casting shadows on the tent walls, with backpacks and maps spread out.""? Please answer yes or no."
1201,A spider is on the left of a crystal ball.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1201.png,0.5433479352941699,0.2882179319858551,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A spider is on the left of a crystal ball.""? Please answer yes or no."
593,a dachshund in a tuxedo playing a miniature grand piano.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/593.png,0.6662796810207857,0.368622362613678,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a dachshund in a tuxedo playing a miniature grand piano.""? Please answer yes or no."
215,"A cat sleeps peacefully in a dog's bed, while the dog has no choice but to nap on the floor.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/215.png,0.3589146173018334,0.28826072812080383,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cat sleeps peacefully in a dog's bed, while the dog has no choice but to nap on the floor.""? Please answer yes or no."
1273,A pet store where all the hamster cages are empty.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1273.png,0.19193278644723683,0.3343263566493988,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A pet store where all the hamster cages are empty.""? Please answer yes or no."
465,"A classroom full of students, but no teacher in sight.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/465.png,0.5693738350552698,0.3063742518424988,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A classroom full of students, but no teacher in sight.""? Please answer yes or no."
838,Four differently colored bicycles are parked next to the school bike rack.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/838.png,0.6274947972732955,0.3523116409778595,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Four differently colored bicycles are parked next to the school bike rack.""? Please answer yes or no."
918,A little piggy is standing on a green ball with a smaller red ball on top of its head.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/918.png,0.5316957224307992,0.3409145176410675,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A little piggy is standing on a green ball with a smaller red ball on top of its head.""? Please answer yes or no."
1353,"A man not riding a motorcycle, standing beside it in a leather jacket and jeans.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1353.png,0.7581526713451106,0.3199259340763092,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A man not riding a motorcycle, standing beside it in a leather jacket and jeans.""? Please answer yes or no."
761,A cat curled up next to a person reading a book by the fireplace.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/761.png,0.5912513068255869,0.3370113968849182,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cat curled up next to a person reading a book by the fireplace.""? Please answer yes or no."
886,Five zebras drinking from a waterhole at dusk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/886.png,0.731058578630005,0.37733736634254456,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five zebras drinking from a waterhole at dusk.""? Please answer yes or no."
1176,An old windmill overlooking a field of blooming flowers.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1176.png,0.7435406231652191,0.34770989418029785,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""An old windmill overlooking a field of blooming flowers.""? Please answer yes or no."
1327,"On a wooden dining table, both the spoons and plates are made of wood, only the fork is not made of wood.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1327.png,0.5462540932143486,0.28551027178764343,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""On a wooden dining table, both the spoons and plates are made of wood, only the fork is not made of wood.""? Please answer yes or no."
1103,An octagonal window framing a spherical ornament.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1103.png,0.553022548182164,0.34182655811309814,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""An octagonal window framing a spherical ornament.""? Please answer yes or no."
119,"A fish glides through the air, while a bird plunges underwater.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/119.png,0.32423539898095244,0.28094348311424255,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A fish glides through the air, while a bird plunges underwater.""? Please answer yes or no."
267,"A traditional potter's workshop, where every shelf holds rows of terracotta pots, each imprinted with intricate designs.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/267.png,0.6224593312018546,0.36389684677124023,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A traditional potter's workshop, where every shelf holds rows of terracotta pots, each imprinted with intricate designs.""? Please answer yes or no."
343,"Kids race their bikes down the hill as their friends cheer from the sidelines, and a kite flutters in the breeze above them.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/343.png,0.5893618976069925,0.28632253408432007,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Kids race their bikes down the hill as their friends cheer from the sidelines, and a kite flutters in the breeze above them.""? Please answer yes or no."
498,A painting where the mountain is depicted as taller than the trees in the foreground.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/498.png,0.6804540850096145,0.36880743503570557,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A painting where the mountain is depicted as taller than the trees in the foreground.""? Please answer yes or no."
1195,"An avenue during autumn, the ground covered with fallen leaves.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1195.png,0.7465087674839026,0.3207724392414093,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""An avenue during autumn, the ground covered with fallen leaves.""? Please answer yes or no."
697,A basket of freshly baked bread in a warm kitchen.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/697.png,0.6992544210587586,0.3327600657939911,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A basket of freshly baked bread in a warm kitchen.""? Please answer yes or no."
1543,A group of spring breakers all without hats.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1543.png,0.3598139200382316,0.27656540274620056,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A group of spring breakers all without hats.""? Please answer yes or no."
478,"A row of houses with chimneys, but no smoke coming out.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/478.png,0.5865228501684575,0.29067564010620117,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A row of houses with chimneys, but no smoke coming out.""? Please answer yes or no."
1152,A birdhouse in the garden with 'Tweet Retreat' painted above the entrance.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1152.png,0.6085940609116137,0.3399808406829834,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A birdhouse in the garden with 'Tweet Retreat' painted above the entrance.""? Please answer yes or no."
190,"A yellow bird sings, a cat does not sing.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/190.png,0.4785288375393227,0.2968866527080536,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A yellow bird sings, a cat does not sing.""? Please answer yes or no."
1210,A boy climbing a tall tree.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1210.png,0.7193836258234395,0.31172269582748413,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy climbing a tall tree.""? Please answer yes or no."
1159,"A garden stone engraved with 'Grow, Bloom, Thrive.'",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1159.png,0.5669778239066744,0.38330864906311035,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A garden stone engraved with 'Grow, Bloom, Thrive.'""? Please answer yes or no."
839,"In the autumn, a few kids are chasing leaves in the park, the shortest kid is wearing a red jacket, and everyone else is wearing a gray one.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/839.png,0.5869964297463166,0.31590086221694946,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In the autumn, a few kids are chasing leaves in the park, the shortest kid is wearing a red jacket, and everyone else is wearing a gray one.""? Please answer yes or no."
57,A quaint bookshop.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/57.png,0.6680145362320873,0.2998505234718323,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A quaint bookshop.""? Please answer yes or no."
1594,A magical hat flies on top of a smaller magical hat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1594.png,0.43158418611956184,0.2854152321815491,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A magical hat flies on top of a smaller magical hat.""? Please answer yes or no."
612,"A canvas displays a half-finished portrait, with a cup of rinse water and scattered charcoal pieces nearby.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/612.png,0.5770187415004099,0.28971782326698303,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A canvas displays a half-finished portrait, with a cup of rinse water and scattered charcoal pieces nearby.""? Please answer yes or no."
1227,Five frustrated horses.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1227.png,0.3867634463792798,0.30636367201805115,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five frustrated horses.""? Please answer yes or no."
221,"A rustic bakery storefront, the window adorned with a 'Fresh Breads Daily' sign, loaves visible behind the glass.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/221.png,0.673191673026022,0.3147526681423187,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A rustic bakery storefront, the window adorned with a 'Fresh Breads Daily' sign, loaves visible behind the glass.""? Please answer yes or no."
