id,prompt,category,image_path,VQA_mean,VQA_std,VQA_min,VQA_max
141,Six oval stones and four triangular sails.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/141.png,0.49158451031845657,0.016451582303061773,0.4721966789042261,0.5117166047041654
144,Two orange pumpkins and four flying black bats.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/144.png,0.6220966214342644,0.03528253082919515,0.5813030906443133,0.6526842973205801
156,Five relaxed students but one overwhelmed teacher.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/156.png,0.49024123863294217,0.017404238843873845,0.47365722697218576,0.5146442479867637
157,One ecstatic painter in front of four confused muses.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/157.png,0.4474382245081997,0.0393313045466733,0.4063907233281731,0.5009765612582384
158,One person talks on the phone animatedly while the other sits sadly.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/158.png,0.5334446068121287,0.039202288607037485,0.5039061705290805,0.5879431053543276
162,A lone green banana stands out among a cluster of red bananas.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/162.png,0.5649968866881322,0.017411258405240247,0.5462540932143486,0.5874698484151126
165,"On display, a long, white dress contrasts sharply with a short, dark dress beside it.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/165.png,0.5389421130225525,0.019947442806041507,0.5107405350179702,0.5539879275113097
167,An old owl watches as a young owl tries its first flight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/167.png,0.4476442154076463,0.02019695312745033,0.4282333980662205,0.47170993405463635
168,"The girl with glasses is drawing, and the girl without glasses is singing.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/168.png,0.42443246870350004,0.046799498122322106,0.3729618496455532,0.481453825066335
169,"The dog with a leash sits quietly, and the other without a leash runs wildly.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/169.png,0.4223197582876943,0.026347320686696103,0.3876903297319391,0.4518102055002427
172,"In the supermarket, a man with glasses pays a man without glasses.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/172.png,0.6357316738974503,0.019552211745422186,0.6123096702680609,0.6601723814146352
174,A happy woman is on the right of a sad woman.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/174.png,0.5156493972731508,0.085013892972261,0.3886180267058489,0.5650587515863784
176,An injured man sitting on the ground with a man to his right who is helping him.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/176.png,0.7282256404879502,0.03664376923591526,0.7004851935462564,0.7819972846876342
179,"Adjacent houses stand side by side; the left one sports a chimney, while the right one has none.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/179.png,0.6265878441961548,0.016097672488516873,0.6095241625665027,0.6482437057879583
180,"A bird chirping melodiously on the right, with another listening intently on the left.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/180.png,0.6267817977165473,0.028767530782013127,0.6095241625665027,0.6697448430478438
181,A single snowflake falls gracefully among others swirling chaotically in the wind.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/181.png,0.48891957014095266,0.03706991260102109,0.4522939964743671,0.5375269529096853
185,"A tailless, not black, cat is sitting.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/185.png,0.2758168867732471,0.03876732903383411,0.23057307839092478,0.32338010134203354
187,"A bookshelf with no books, only a single red vase.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/187.png,0.3159094606606814,0.06665907799256587,0.28022226421698404,0.41584743255691237
189,"A car, not red, without its front wheels, parked.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/189.png,0.15438442815462436,0.1270264159873547,0.08210662704685086,0.3446639834618105
190,"A yellow bird sings, a cat does not sing.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/190.png,0.5009731411724396,0.02684117100877846,0.4775541588501822,0.5292633933665886
195,A person without a hat pays a person with a hat.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/195.png,0.5160870940771176,0.019696439977274074,0.49804688493404686,0.5399536978762307
197,six people wear white shirts and no people wear red shirts.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/197.png,0.6029135419355419,0.01637899696582637,0.5803520483765657,0.6178585571447409
198,A cat without visible ears is riding.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/198.png,0.40396209676001293,0.01195742873679574,0.39140593908838617,0.41774647097878526
199,"Four elephants, no giraffes.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/199.png,0.6439206019132577,0.025294668448529792,0.6150878555160665,0.6744794522230694
202,the pet on the right is blue and the one on the left is not.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/202.png,0.6630602739000847,0.017296996714112674,0.6526842973205801,0.6888871743462825
203,a person without a hat pushes a person with a hat sitting in a box.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/203.png,0.5232833938317472,0.015208886615354605,0.5043944180978035,0.536555750339639
205,"There are some apples on the table, no oranges.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/205.png,0.6526787718205291,0.015107842882880442,0.6379335232532979,0.670176704984625
206,A garden where flowers grow out of pots without soil.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/206.png,0.630993047907047,0.028450252490125744,0.6136996883155785,0.673191673026022
207,"A garden with flowers, but no bees to be seen.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/207.png,0.5692180131585565,0.034212859308221634,0.5355842703628433,0.6169358313194448
208,"A bookshelf with no books, only picture frames.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/208.png,0.2644064112671366,0.1069046732698629,0.20118471823927997,0.42441198666996205
210,"The tallest tree in the forest has no leaves, while the smallest one is lush and green.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/210.png,0.431756388596844,0.016035840174193017,0.4139508894967744,0.4527778776120744
212,"A vase with water, but no flowers to nourish.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/212.png,0.22212408274540707,0.03038966126655347,0.20055767974479627,0.2670257208309401
213,"A snowman with a hat, and no scarf around its neck.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/213.png,0.5341951749270725,0.02155575632870102,0.5136684686198906,0.5631377274644433
214,"A mountain with no snow, under a bright sky.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/214.png,0.10685356357387422,0.010474025956158685,0.09301680466886209,0.11797800859538259
215,"A cat sleeps peacefully in a dog's bed, while the dog has no choice but to nap on the floor.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/215.png,0.3812359495191376,0.018612862211913037,0.35936414516010196,0.40215729885902035
216,"A beach with no people, no shells.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/216.png,0.5566175209520943,0.011682816189023365,0.5414088434996145,0.5698526514141571
217,"A tree with no leaves, standing in a field of green.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/217.png,0.7414279358508145,0.03245839539213506,0.7150261869263117,0.7882573707551939
218,"A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/218.png,0.7159779662211128,0.022831190337867943,0.6984323069261457,0.7487199338470449
221,"A rustic bakery storefront, the window adorned with a 'Fresh Breads Daily' sign, loaves visible behind the glass.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/221.png,0.6987275876691443,0.024100450885787623,0.673191673026022,0.7306743976944328
222,"A serene beach scene at sunset with 'Paradise Awaits' written in the sand, the ocean gently lapping at the letters.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/222.png,0.6471709031823378,0.019113416167290693,0.6297746074044134,0.6723316991792861
223,"A bustling city street, a neon 'Open 24 Hours' sign glowing above a small diner.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/223.png,0.6538236535543859,0.030593120176170184,0.6315943044052867,0.6984323069261458
231,'Zen Garden' etched into a stone at a peaceful retreat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/231.png,0.5806947181837583,0.022404193451251234,0.5602526536332625,0.6118459231083437
235,A sign in park says 'Bike Lane.',simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/235.png,0.6544323863099123,0.043633485808697664,0.629319104299195,0.719777735783016
240,A gigantic dog that is taller than the tree next to it.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/240.png,0.3848104000792839,0.006192952941602115,0.37845909021419516,0.3932685045639873
241,A magical flower is taller than the house next to it.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/241.png,0.44487032066614673,0.03607311536440566,0.4125301515848873,0.49609382947091957
242,"A green pumpkin is smiling happily, while a red pumpkin is sitting sadly.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/242.png,0.49341477738532097,0.022258042273016428,0.4736572269721859,0.5214711624606774
249,"A glowing ancient tree with five lanterns, surrounded by fireflies.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/249.png,0.6112244754144041,0.04887649286258502,0.5765419743991187,0.6813028462770988
250,Three floating islands above one waterfall in a valley.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/250.png,0.5193689165148442,0.02110873337890175,0.49755861315236855,0.5481897944997574
260,"On the grass, all the children are lying down, laughing joyfully.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/260.png,0.6905308865278967,0.014131825814948023,0.6736212241584463,0.7037531039282713
261,A classroom where every student's desk is covered with creative projects and experiments.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/261.png,0.5035634481013513,0.04724903562495075,0.4653874797246403,0.5703313371401575
263,"Little fairies are flying in the sky, each with pink butterfly wings.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/263.png,0.5869701214859686,0.03095951675347383,0.5549528997484712,0.6229182129267855
274,A child pointing at parent.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/274.png,0.3495253641807873,0.0478565540204518,0.32252598306437275,0.4210756326877515
275,A young lady wearing a T-shirt puts her hand on a puppy's head.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/275.png,0.6114273442197282,0.02227126871050508,0.593609276671827,0.6437773259649411
280,A dog chasing a cat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/280.png,0.5213676472171316,0.07548754218210657,0.43494124841362164,0.60299708755587
281,A group of children playing in the garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/281.png,0.8037519714983108,0.026854869795326062,0.7769615827831184,0.8410438772856567
282,A group of children playing on the beach.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/282.png,0.8246156041359961,0.026029760362072215,0.8022458675298441,0.8622356954546928
283,A woman wearing a T-shirt and gloves.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/283.png,0.7453416843845817,0.03731844560157992,0.7260372900186408,0.8013146462095747
284,A woman in a long-sleeved dress with a ring.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/284.png,0.5350302299172496,0.05356110962667928,0.48925946498202977,0.6123096702680609
292,One cat is sleeping on the table and the other is playing under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/292.png,0.4822888056522616,0.040220205147167856,0.43158418611956184,0.5243946784322399
293,One cat is sleeping on the table and the other one is awake under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/293.png,0.6027535163079429,0.033752404468976184,0.5602526536332625,0.640635854839898
295,A cute dog without a collar.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/295.png,0.352452720286056,0.027397078887958483,0.3225259830643727,0.3849121444839335
296,A cat is not black and its tail isn't visible.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/296.png,0.4506251665973847,0.012851019315897902,0.43830428797797816,0.4668455953331918
297,"In the bedroom, there are three chairs with a book on each of them.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/297.png,0.565165243186005,0.034317502157206456,0.5331544046668082,0.6099889154581033
298,there are four chairs in the bedroom.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/298.png,0.21932016229832496,0.035316467300027514,0.1818436430556475,0.2670257208309401
302,A man in a lab coat examining a beaker of colorful liquid.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/302.png,0.7570461751267059,0.024116179712525082,0.7412996284427215,0.7927852815759895
304,A skateboarder performing a trick in an urban skate park.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/304.png,0.7078388111446616,0.033705125818259955,0.677900632542446,0.7472472485194994
305,A fisherman casting a line at sunrise by a tranquil lake.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/305.png,0.714835142164139,0.03980103376751947,0.6846858388837074,0.7714993677488416
310,A surfer riding a large wave at sunset.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/310.png,0.7097344418191401,0.04575000659105667,0.6774740169356273,0.7749242246347193
313,A sculptor chiseling a piece of marble.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/313.png,0.7334797313925254,0.01974777114132649,0.7158214700253838,0.7563575624625936
314,A barista creating latte art in a cozy cafe.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/314.png,0.6445776009360049,0.03412355461363884,0.60299708755587,0.679178699175393
315,A cyclist racing down a winding mountain path.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/315.png,0.7779316909386556,0.026561233009747165,0.748719933847045,0.8131642340440691
316,A gardener pruning roses in a vibrant garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/316.png,0.7820362900959734,0.017537273362348678,0.7595822589677163,0.8006920020959544
320,A nurse comforting a patient in a hospital room.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/320.png,0.8079416602531067,0.013670138440359204,0.7914989334100753,0.8227594829327498
321,A teacher standing in front of a world map in a classroom.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/321.png,0.7824865540374991,0.04191410637635626,0.7221352823648677,0.8158201574546557
326,A magician pulling a rabbit out of a hat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/326.png,0.5959835936380309,0.017630703767248165,0.5813030906443133,0.6201616435491708
327,A detective examining clues with a magnifying glass.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/327.png,0.6741124822727587,0.02513991626108026,0.641534662883317,0.6984323069261458
330,A child is making a sandcastle on a beach on a cloudy day.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/330.png,0.6744182554720815,0.021667295978439617,0.6477982179521105,0.6938879700208155
331,A mountain biker leaping over a log on a forest trail.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/331.png,0.7759967353743076,0.031728914645797135,0.7472472485194995,0.8207569583640109
336,A vampire lurking in the shadows of an old castle.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/336.png,0.4206453410900059,0.013648581913653354,0.4045074437594968,0.4359015199773826
337,A wizard casting a spell with a wand in a mystical forest.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/337.png,0.7572378743188073,0.031073843151638598,0.7201715075418014,0.7885831787993471
338,A ghost hunter investigating an abandoned mansion.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/338.png,0.3193806518541674,0.008707590158044861,0.3098584267298885,0.3302551569521561
340,A knight in shining armor jousting at a medieval fair.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/340.png,0.7652961015140998,0.022482353508401075,0.7412996284427215,0.7876046534649508
341,A robot dancing in a futuristic cityscape.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/341.png,0.5852602379049426,0.01699070782500497,0.5664982418472789,0.6076631698328916
342,An astronaut planting a flag on a distant planet.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/342.png,0.3344310955006836,0.02990975854646899,0.29992474357634236,0.3729618496455532
343,"Kids race their bikes down the hill as their friends cheer from the sidelines, and a kite flutters in the breeze above them.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/343.png,0.6240343018920566,0.026070180208141704,0.5893618976069926,0.6464602133340664
345,"Sunglasses rest atop a magazine, and a beach towel is spread out on the sand.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/345.png,0.5237027336866755,0.03781882015311017,0.4751182259860331,0.5592900469770626
346,"A wilderness scene, wildflowers blooming on the right while a dense forest stands to the left.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/346.png,0.7034804837159014,0.02293401942471646,0.672331699179286,0.7268135846252497
347,"In the study, a desk lamp casts a warm glow over an open journal and a fountain pen.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/347.png,0.674885827006513,0.026781889599213397,0.6495786194168923,0.7118317107464547
349,"A bridge arches over the river, with lanterns lit on one side and the other in darkness.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/349.png,0.6393715819731385,0.04993856763691841,0.5964331462646254,0.7086160181699035
350,"A notebook lies open in the grass, with sketches on the left page and blank space on the right.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/350.png,0.6661571279827788,0.03590727853632366,0.6306849203709737,0.7158214700253839
353,"Tea steams in a cup, next to a closed diary with a pen resting on its cover.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/353.png,0.6577981080446923,0.048054207369509466,0.6201616435491707,0.7275885048718821
355,"Inside the camp, a fire crackles, casting shadows on the tent walls, with backpacks and maps spread out.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/355.png,0.42438664150365435,0.03920796395262515,0.3914059390883862,0.4751182259860331
359,"In the classroom, two boys standing together, the boy in the red jumper is taller than the boy in the white t-shirt.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/359.png,0.5845156858863372,0.02899387911036487,0.5525397080801923,0.6229182129267856
