id,prompt,category,image_path,template,VQAScore_template,VQAScore_base,CLIPScore
1014,"Glistening, silver utensils neatly arranged beside a porcelain plate on a granite countertop.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1014.png,"Does the photo depict ""Glistening, silver utensils neatly arranged beside a porcelain plate on a granite countertop.""? Please answer yes or no.",0.6757646010190475,0.6757646010190476,0.3083761036396026
1014,"Glistening, silver utensils neatly arranged beside a porcelain plate on a granite countertop.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1014.png,"Is this picture about ""Glistening, silver utensils neatly arranged beside a porcelain plate on a granite countertop.""? Please answer yes or no.",0.6779006325424459,0.6757646010190476,0.3083761036396026
608,"Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/608.png,"Does this figure show ""Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.""? Please answer yes or no.",0.5865228501684576,0.5869964297463167,0.3139878511428833
608,"Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/608.png,"Is there ""Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer."" in this image? Please answer yes or no.",0.6460137001902271,0.5869964297463167,0.3139878511428833
608,"Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/608.png,"Does the photo depict ""Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.""? Please answer yes or no.",0.6229182129267856,0.5869964297463167,0.3139878511428833
608,"Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/608.png,"Is this picture about ""Amidst a winter wonderland, a rabbit scurries across the snow, leaving tracks beside a peacefully standing deer.""? Please answer yes or no.",0.6265812767716958,0.5869964297463167,0.3139878511428833
1191,A meadow aglow with fireflies under a starry sky.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1191.png,"Does this figure show ""A meadow aglow with fireflies under a starry sky.""? Please answer yes or no.",0.6884684230494846,0.6884684230494846,0.3166879117488861
1191,A meadow aglow with fireflies under a starry sky.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1191.png,"Is there ""A meadow aglow with fireflies under a starry sky."" in this image? Please answer yes or no.",0.7386690743254897,0.6884684230494846,0.3166879117488861
1191,A meadow aglow with fireflies under a starry sky.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1191.png,"Does the photo depict ""A meadow aglow with fireflies under a starry sky.""? Please answer yes or no.",0.6846858388837074,0.6884684230494846,0.3166879117488861
1191,A meadow aglow with fireflies under a starry sky.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1191.png,"Is this picture about ""A meadow aglow with fireflies under a starry sky.""? Please answer yes or no.",0.7021217288635789,0.6884684230494846,0.3166879117488861
1596,"The tallest building in the city lights up at night, while the shortest one remains in darkness.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1596.png,"Does this figure show ""The tallest building in the city lights up at night, while the shortest one remains in darkness.""? Please answer yes or no.",0.4726834766204328,0.4726834766204328,0.276528537273407
1596,"The tallest building in the city lights up at night, while the shortest one remains in darkness.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1596.png,"Is there ""The tallest building in the city lights up at night, while the shortest one remains in darkness."" in this image? Please answer yes or no.",0.5200088401584224,0.4726834766204328,0.276528537273407
1596,"The tallest building in the city lights up at night, while the shortest one remains in darkness.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1596.png,"Does the photo depict ""The tallest building in the city lights up at night, while the shortest one remains in darkness.""? Please answer yes or no.",0.48535575201323644,0.4726834766204328,0.276528537273407
1596,"The tallest building in the city lights up at night, while the shortest one remains in darkness.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1596.png,"Is this picture about ""The tallest building in the city lights up at night, while the shortest one remains in darkness.""? Please answer yes or no.",0.4882833952958347,0.4726834766204328,0.276528537273407
1081,"A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1081.png,"Does this figure show ""A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.""? Please answer yes or no.",0.7162186093168913,0.7158214700253838,0.3682654201984405
1081,"A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1081.png,"Is there ""A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her."" in this image? Please answer yes or no.",0.7659436805244413,0.7158214700253838,0.3682654201984405
1081,"A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1081.png,"Does the photo depict ""A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.""? Please answer yes or no.",0.7013041046440931,0.7158214700253838,0.3682654201984405
1081,"A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1081.png,"Is this picture about ""A proud teacher standing in front of a classroom, with drawings of animals like lions and tigers on the wall behind her.""? Please answer yes or no.",0.712232184238947,0.7158214700253838,0.3682654201984405
218,"A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/218.png,"Does this figure show ""A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.""? Please answer yes or no.",0.7025300573952054,0.7021217288635789,0.3239125609397888
218,"A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/218.png,"Is there ""A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted."" in this image? Please answer yes or no.",0.7487199338470449,0.7021217288635789,0.3239125609397888
218,"A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/218.png,"Does the photo depict ""A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.""? Please answer yes or no.",0.7142295667160549,0.7021217288635789,0.3239125609397888
218,"A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/218.png,"Is this picture about ""A modern home office setup, a computer monitor on the desk showing a digital calendar with 'Meeting at 3 PM' highlighted.""? Please answer yes or no.",0.6984323069261457,0.7021217288635789,0.3239125609397888
71,An astronaut with a flag patch drifting in space.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/71.png,"Does this figure show ""An astronaut with a flag patch drifting in space.""? Please answer yes or no.",0.6164741517821577,0.6160122621434994,0.2911527454853058
71,An astronaut with a flag patch drifting in space.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/71.png,"Is there ""An astronaut with a flag patch drifting in space."" in this image? Please answer yes or no.",0.6817267766465327,0.6160122621434994,0.2911527454853058
71,An astronaut with a flag patch drifting in space.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/71.png,"Does the photo depict ""An astronaut with a flag patch drifting in space.""? Please answer yes or no.",0.6123096702680609,0.6160122621434994,0.2911527454853058
71,An astronaut with a flag patch drifting in space.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/71.png,"Is this picture about ""An astronaut with a flag patch drifting in space.""? Please answer yes or no.",0.6419836947437563,0.6160122621434994,0.2911527454853058
1087,A doctor comforting a worried child with a teddy bear.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1087.png,"Does this figure show ""A doctor comforting a worried child with a teddy bear.""? Please answer yes or no.",0.6192410517539715,0.6197014552649915,0.3373556435108185
1087,A doctor comforting a worried child with a teddy bear.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1087.png,"Is there ""A doctor comforting a worried child with a teddy bear."" in this image? Please answer yes or no.",0.4863315313801094,0.6197014552649915,0.3373556435108185
1087,A doctor comforting a worried child with a teddy bear.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1087.png,"Does the photo depict ""A doctor comforting a worried child with a teddy bear.""? Please answer yes or no.",0.5131805393956809,0.6197014552649915,0.3373556435108185
1087,A doctor comforting a worried child with a teddy bear.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1087.png,"Is this picture about ""A doctor comforting a worried child with a teddy bear.""? Please answer yes or no.",0.5679366107876932,0.6197014552649915,0.3373556435108185
1126,"A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1126.png,"Does this figure show ""A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.""? Please answer yes or no.",0.6370307944803832,0.6374822800672024,0.3141658306121826
1126,"A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1126.png,"Is there ""A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle."" in this image? Please answer yes or no.",0.6723316991792861,0.6374822800672024,0.3141658306121826
1126,"A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1126.png,"Does the photo depict ""A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.""? Please answer yes or no.",0.6338636643408241,0.6374822800672024,0.3141658306121826
1126,"A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1126.png,"Is this picture about ""A cozy fireplace with 'Warm Hearts, Warm Hearth' etched into the wooden mantle.""? Please answer yes or no.",0.6627964666451921,0.6374822800672024,0.3141658306121826
1072,A bear wearing a sweater and reading a book by the fireplace.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1072.png,"Does this figure show ""A bear wearing a sweater and reading a book by the fireplace.""? Please answer yes or no.",0.7465087674839027,0.7468781860434984,0.3886082172393799
1072,A bear wearing a sweater and reading a book by the fireplace.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1072.png,"Is there ""A bear wearing a sweater and reading a book by the fireplace."" in this image? Please answer yes or no.",0.8255897216692099,0.7468781860434984,0.3886082172393799
1072,A bear wearing a sweater and reading a book by the fireplace.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1072.png,"Does the photo depict ""A bear wearing a sweater and reading a book by the fireplace.""? Please answer yes or no.",0.759938752041015,0.7468781860434984,0.3886082172393799
1072,A bear wearing a sweater and reading a book by the fireplace.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1072.png,"Is this picture about ""A bear wearing a sweater and reading a book by the fireplace.""? Please answer yes or no.",0.7714993677488416,0.7468781860434984,0.3886082172393799
786,"A serene coastal beach, the sand shimmering under the warm glow of the sunrise.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/786.png,"Does this figure show ""A serene coastal beach, the sand shimmering under the warm glow of the sunrise.""? Please answer yes or no.",0.6783269517867623,0.6783269517867623,0.298331469297409
786,"A serene coastal beach, the sand shimmering under the warm glow of the sunrise.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/786.png,"Is there ""A serene coastal beach, the sand shimmering under the warm glow of the sunrise."" in this image? Please answer yes or no.",0.7759445507683053,0.6783269517867623,0.298331469297409
786,"A serene coastal beach, the sand shimmering under the warm glow of the sunrise.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/786.png,"Does the photo depict ""A serene coastal beach, the sand shimmering under the warm glow of the sunrise.""? Please answer yes or no.",0.6992544210587585,0.6783269517867623,0.298331469297409
786,"A serene coastal beach, the sand shimmering under the warm glow of the sunrise.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/786.png,"Is this picture about ""A serene coastal beach, the sand shimmering under the warm glow of the sunrise.""? Please answer yes or no.",0.7025300573952054,0.6783269517867623,0.298331469297409
829,"A girl in pink boots splashing in a puddle, holding an umbrella.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/829.png,"Does this figure show ""A girl in pink boots splashing in a puddle, holding an umbrella.""? Please answer yes or no.",0.7329742791690599,0.7333563766381476,0.3458265960216522
829,"A girl in pink boots splashing in a puddle, holding an umbrella.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/829.png,"Is there ""A girl in pink boots splashing in a puddle, holding an umbrella."" in this image? Please answer yes or no.",0.7975568078599278,0.7333563766381476,0.3458265960216522
829,"A girl in pink boots splashing in a puddle, holding an umbrella.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/829.png,"Does the photo depict ""A girl in pink boots splashing in a puddle, holding an umbrella.""? Please answer yes or no.",0.7322090408214149,0.7333563766381476,0.3458265960216522
829,"A girl in pink boots splashing in a puddle, holding an umbrella.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/829.png,"Is this picture about ""A girl in pink boots splashing in a puddle, holding an umbrella.""? Please answer yes or no.",0.7509182481026452,0.7333563766381476,0.3458265960216522
500,A kitchen pantry with more types of pasta than sauces.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/500.png,"Does this figure show ""A kitchen pantry with more types of pasta than sauces.""? Please answer yes or no.",0.5664982418472789,0.5669778239066744,0.2999419569969177
500,A kitchen pantry with more types of pasta than sauces.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/500.png,"Is there ""A kitchen pantry with more types of pasta than sauces."" in this image? Please answer yes or no.",0.6197014552649917,0.5669778239066744,0.2999419569969177
500,A kitchen pantry with more types of pasta than sauces.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/500.png,"Does the photo depict ""A kitchen pantry with more types of pasta than sauces.""? Please answer yes or no.",0.5794004089049869,0.5669778239066744,0.2999419569969177
500,A kitchen pantry with more types of pasta than sauces.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/500.png,"Is this picture about ""A kitchen pantry with more types of pasta than sauces.""? Please answer yes or no.",0.6067314954360127,0.5669778239066744,0.2999419569969177
260,"On the grass, all the children are lying down, laughing joyfully.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/260.png,"Does this figure show ""On the grass, all the children are lying down, laughing joyfully.""? Please answer yes or no.",0.6736212241584463,0.6740504840647448,0.3342277407646179
260,"On the grass, all the children are lying down, laughing joyfully.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/260.png,"Is there ""On the grass, all the children are lying down, laughing joyfully."" in this image? Please answer yes or no.",0.7004851935462564,0.6740504840647448,0.3342277407646179
260,"On the grass, all the children are lying down, laughing joyfully.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/260.png,"Does the photo depict ""On the grass, all the children are lying down, laughing joyfully.""? Please answer yes or no.",0.6842640244786129,0.6740504840647448,0.3342277407646179
260,"On the grass, all the children are lying down, laughing joyfully.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/260.png,"Is this picture about ""On the grass, all the children are lying down, laughing joyfully.""? Please answer yes or no.",0.7037531039282713,0.6740504840647448,0.3342277407646179
1111,An octagonal planter beside a conical tree.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1111.png,"Does this figure show ""An octagonal planter beside a conical tree.""? Please answer yes or no.",0.5954925562405031,0.5964331462646254,0.3190286159515381
1111,An octagonal planter beside a conical tree.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1111.png,"Is there ""An octagonal planter beside a conical tree."" in this image? Please answer yes or no.",0.6632328459389722,0.5964331462646254,0.3190286159515381
1111,An octagonal planter beside a conical tree.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1111.png,"Does the photo depict ""An octagonal planter beside a conical tree.""? Please answer yes or no.",0.5978427011409797,0.5964331462646254,0.3190286159515381
1111,An octagonal planter beside a conical tree.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1111.png,"Is this picture about ""An octagonal planter beside a conical tree.""? Please answer yes or no.",0.6164741517821578,0.5964331462646254,0.3190286159515381
105,The sky teems with more birds than the number of fish visible in the lake below.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/105.png,"Does this figure show ""The sky teems with more birds than the number of fish visible in the lake below.""? Please answer yes or no.",0.4431184054407691,0.4421546970297448,0.2686983942985534
105,The sky teems with more birds than the number of fish visible in the lake below.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/105.png,"Is there ""The sky teems with more birds than the number of fish visible in the lake below."" in this image? Please answer yes or no.",0.46587345377762773,0.4421546970297448,0.2686983942985534
105,The sky teems with more birds than the number of fish visible in the lake below.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/105.png,"Does the photo depict ""The sky teems with more birds than the number of fish visible in the lake below.""? Please answer yes or no.",0.4498759611752648,0.4421546970297448,0.2686983942985534
105,The sky teems with more birds than the number of fish visible in the lake below.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/105.png,"Is this picture about ""The sky teems with more birds than the number of fish visible in the lake below.""? Please answer yes or no.",0.4508428976312589,0.4421546970297448,0.2686983942985534
619,A deer with a bell around its neck.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/619.png,"Does this figure show ""A deer with a bell around its neck.""? Please answer yes or no.",0.6085940609116137,0.60812871366915,0.3297622203826904
619,A deer with a bell around its neck.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/619.png,"Is there ""A deer with a bell around its neck."" in this image? Please answer yes or no.",0.6215409097858048,0.60812871366915,0.3297622203826904
619,A deer with a bell around its neck.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/619.png,"Does the photo depict ""A deer with a bell around its neck.""? Please answer yes or no.",0.6183196019638634,0.60812871366915,0.3297622203826904
619,A deer with a bell around its neck.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/619.png,"Is this picture about ""A deer with a bell around its neck.""? Please answer yes or no.",0.6206216158802703,0.60812871366915,0.3297622203826904
263,"Little fairies are flying in the sky, each with pink butterfly wings.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/263.png,"Does this figure show ""Little fairies are flying in the sky, each with pink butterfly wings.""? Please answer yes or no.",0.5684158138804382,0.5688948889236563,0.335568904876709
263,"Little fairies are flying in the sky, each with pink butterfly wings.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/263.png,"Is there ""Little fairies are flying in the sky, each with pink butterfly wings."" in this image? Please answer yes or no.",0.6229182129267855,0.5688948889236563,0.335568904876709
263,"Little fairies are flying in the sky, each with pink butterfly wings.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/263.png,"Does the photo depict ""Little fairies are flying in the sky, each with pink butterfly wings.""? Please answer yes or no.",0.5549528997484712,0.5688948889236563,0.335568904876709
263,"Little fairies are flying in the sky, each with pink butterfly wings.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/263.png,"Is this picture about ""Little fairies are flying in the sky, each with pink butterfly wings.""? Please answer yes or no.",0.6015935593881797,0.5688948889236563,0.335568904876709
987,"A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/987.png,"Does this figure show ""A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.""? Please answer yes or no.",0.6548947290421275,0.6553360165381894,0.3222480416297912
987,"A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/987.png,"Is there ""A table full of dishes includes two plates of rice, two plates of sushi, and a pizza."" in this image? Please answer yes or no.",0.6825737344123242,0.6553360165381894,0.3222480416297912
987,"A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/987.png,"Does the photo depict ""A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.""? Please answer yes or no.",0.6509111951655322,0.6553360165381894,0.3222480416297912
987,"A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/987.png,"Is this picture about ""A table full of dishes includes two plates of rice, two plates of sushi, and a pizza.""? Please answer yes or no.",0.6680145362320873,0.6553360165381894,0.3222480416297912
824,Two computers equipped with unique circular displays.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/824.png,"Does this figure show ""Two computers equipped with unique circular displays.""? Please answer yes or no.",0.5997195913276622,0.598781508347227,0.3114114701747894
824,Two computers equipped with unique circular displays.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/824.png,"Is there ""Two computers equipped with unique circular displays."" in this image? Please answer yes or no.",0.6011253440753982,0.598781508347227,0.3114114701747894
824,Two computers equipped with unique circular displays.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/824.png,"Does the photo depict ""Two computers equipped with unique circular displays.""? Please answer yes or no.",0.5655387048199066,0.598781508347227,0.3114114701747894
824,Two computers equipped with unique circular displays.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/824.png,"Is this picture about ""Two computers equipped with unique circular displays.""? Please answer yes or no.",0.6132365536207203,0.598781508347227,0.3114114701747894
453,A classroom with every chair empty.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/453.png,"Does this figure show ""A classroom with every chair empty.""? Please answer yes or no.",0.5893618976069926,0.5898344994463247,0.289096862077713
453,A classroom with every chair empty.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/453.png,"Is there ""A classroom with every chair empty."" in this image? Please answer yes or no.",0.6513548646660542,0.5898344994463247,0.289096862077713
453,A classroom with every chair empty.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/453.png,"Does the photo depict ""A classroom with every chair empty.""? Please answer yes or no.",0.5674572805084486,0.5898344994463247,0.289096862077713
453,A classroom with every chair empty.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/453.png,"Is this picture about ""A classroom with every chair empty.""? Please answer yes or no.",0.6477982179521103,0.5898344994463247,0.289096862077713
859,"Four pairs of shoes at the door, each of a different style.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/859.png,"Does this figure show ""Four pairs of shoes at the door, each of a different style.""? Please answer yes or no.",0.6388352797656792,0.6388352797656792,0.3177743256092071
859,"Four pairs of shoes at the door, each of a different style.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/859.png,"Is there ""Four pairs of shoes at the door, each of a different style."" in this image? Please answer yes or no.",0.6697448430478438,0.6388352797656792,0.3177743256092071
859,"Four pairs of shoes at the door, each of a different style.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/859.png,"Does the photo depict ""Four pairs of shoes at the door, each of a different style.""? Please answer yes or no.",0.6553360165381895,0.6388352797656792,0.3177743256092071
859,"Four pairs of shoes at the door, each of a different style.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/859.png,"Is this picture about ""Four pairs of shoes at the door, each of a different style.""? Please answer yes or no.",0.6509111951655322,0.6388352797656792,0.3177743256092071
293,One cat is sleeping on the table and the other one is awake under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/293.png,"Does this figure show ""One cat is sleeping on the table and the other one is awake under the table.""? Please answer yes or no.",0.5602526536332625,0.5602526536332625,0.3204379379749298
293,One cat is sleeping on the table and the other one is awake under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/293.png,"Is there ""One cat is sleeping on the table and the other one is awake under the table."" in this image? Please answer yes or no.",0.640635854839898,0.5602526536332625,0.3204379379749298
293,One cat is sleeping on the table and the other one is awake under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/293.png,"Does the photo depict ""One cat is sleeping on the table and the other one is awake under the table.""? Please answer yes or no.",0.5959629393988092,0.5602526536332625,0.3204379379749298
293,One cat is sleeping on the table and the other one is awake under the table.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/293.png,"Is this picture about ""One cat is sleeping on the table and the other one is awake under the table.""? Please answer yes or no.",0.6141626173598019,0.5602526536332625,0.3204379379749298
